# relpath	width	height	bytes	sha256
platformer-art-deluxe/Base pack/Tiles/boxItemAlt.png	70	70	1180	eb47dd42ec016980e7cfe4178fa3c4258885fb9b6ba4ccbde079e23f4d6e86c2
platformer-art-deluxe/Base pack/Tiles/boxItemAlt_disabled.png	70	70	1178	4168cba6e88f7f35056833d17b720cf84e1a99884f0960138e993a10ff482a65
platformer-art-deluxe/Base pack/Tiles/boxItem_disabled.png	70	70	1167	96d9a6c1f46451819b34f8c9f91b5e5d1f12375cc1990e626258ce1ab1373a33
platformer-art-deluxe/Base pack/Tiles/boxWarning.png	70	70	1305	4e2ec7e2752984e3ea2e8e9819b1dc85e18e2ed7d77c5ab5fa96b23a5f417655
platformer-art-deluxe/Base pack/Tiles/brickWall.png	70	70	1061	03c17e9e50bb1d391d8921f39d3e1fff7b9de0637f5554b5e08e082f70aebd19
platformer-art-deluxe/Base pack/Tiles/bridge.png	70	70	3435	bb5702dd62667d9082958ec70e79c1facfa661a3a06770334a9733055b027641
platformer-art-deluxe/Base pack/Tiles/bridgeLogs.png	70	70	3138	c39316a64c5df980dfa56f0e9da84c1e7588ae3fe8b6e7fa5db4a8b47b2f32ff
platformer-art-deluxe/Base pack/Tiles/castle.png	70	70	793	6722bcc285ed61d1c7b577c3469f128c4f257106ebdb322107a75639bf45dd69
platformer-art-deluxe/Base pack/Tiles/castleCenter.png	70	70	465	abe0e2c9ac7bc3239f6999e66e5f24545384cf228d82deb74b8a761ee21846ba
platformer-art-deluxe/Base pack/Tiles/castleCenter_rounded.png	70	70	745	cab2a5b260acb0817c5540172890d8b2c99f1ad25de2eef370d6e3cb28346672
platformer-art-deluxe/Base pack/Tiles/castleCliffLeft.png	70	70	971	43ccdebdcca92cc539c52904ba86fbcc804b0a54ed2dfd682aeff7db224a3bac
platformer-art-deluxe/Base pack/Tiles/castleCliffLeftAlt.png	70	70	912	2a4ad102d981cf0799c9a06f712cb1d447793b43d23555dc906836ecd87de0ca
platformer-art-deluxe/Base pack/Tiles/castleCliffRight.png	70	70	996	32d3f475d9dd3f4908ce055ada765576ccea27079dd4775ab482db1751a0284e
platformer-art-deluxe/Base pack/Tiles/castleCliffRightAlt.png	70	70	875	561f119d38e6536336394baea5dfaf20a460519d8bc8e49ced1c5981fb9c0589
platformer-art-deluxe/Base pack/Tiles/castleHalf.png	70	70	812	c1db9592fc275901fdd14ce97313e6b16dc350ca6228f466bc8e1059485ad96f
platformer-art-deluxe/Base pack/Tiles/castleHalfLeft.png	70	70	677	156aedb942ecf97a80a749ca591a7323ae0cb139840d142b5b0322676734d7f0
platformer-art-deluxe/Base pack/Tiles/castleHalfMid.png	70	70	490	ed99b6ca2beb5279d48efe5fd9e9b14f14ddc559338a4667e7e765f1a1b7d484
platformer-art-deluxe/Base pack/Tiles/castleHalfRight.png	70	70	690	041f729735eb3ee27270bd0c4e126988a957697d07720f8fe64cc71488918edb
platformer-art-deluxe/Base pack/Tiles/castleHillLeft.png	70	70	553	8eb0db22ce6ee1c244c9e1b7699c87dcf6dc3317ef8d5e4410fd4693c4d44eac
platformer-art-deluxe/Base pack/Tiles/castleHillLeft2.png	70	70	559	0b66fcdc42b18896cd8a88dd92552fc8bc2d34c87002e50e6502387ed48f8b0d
platformer-art-deluxe/Base pack/Tiles/castleHillRight.png	70	70	557	7d6f6b4559b39e2094ccb5963886b331e548072aad021dbbbbe77a214d8d40d5
platformer-art-deluxe/Base pack/Tiles/castleHillRight2.png	70	70	548	7abc160269815e7f5e75e30243d5d579e55b8ff2cfb2678567397af4811d6bde
platformer-art-deluxe/Base pack/Tiles/castleLedgeLeft.png	5	22	190	972adab7c6e060ceff10c54dbafef51ceb218131dc7fe5666688d520e7375e85
platformer-art-deluxe/Base pack/Tiles/castleLedgeRight.png	5	22	191	3f0707dea19c014ec5451e40b538dec0efdb6d67d179e705463d5410ceaee4e7
platformer-art-deluxe/Base pack/Tiles/castleLeft.png	70	70	707	d179b7768962f21ce99ceacfc7b9de3acf14dad851fafd25f813c01b07bfcd01
platformer-art-deluxe/Base pack/Tiles/castleMid.png	70	70	550	7c269ae0adae673b8ad1a0157b23ccf2135301820b352a85181eccb61dba506a
platformer-art-deluxe/Base pack/Tiles/castleRight.png	70	70	705	8278401fa35f41452b41779b47551f39185d21d3cdbfeaecf02907326ab0f1f5
platformer-art-deluxe/Base pack/Tiles/dirt.png	70	70	1190	0d4ef6628e0db66ca8e7533b2c098e39e9f4a12741d1149f54a1c89e83932ebb
platformer-art-deluxe/Base pack/Tiles/dirtCenter.png	70	70	753	167e29a7298858ac1b75fbf99f43cd4ee23324b2ab7a66b4ceba905314ee25ec
platformer-art-deluxe/Base pack/Tiles/dirtCenter_rounded.png	70	70	1023	b2a92e0ba4714300b479ee6240d91cf18c75efb1e47e7a7eb24fb4b0ea5ee755
platformer-art-deluxe/Base pack/Tiles/dirtCliffLeft.png	70	70	1291	35308011e42a0ce96ee42a5e5a735b99367728c0a9c833a48e3b2ba0647ee765
platformer-art-deluxe/Base pack/Tiles/dirtCliffLeftAlt.png	70	70	1172	d143632f2dd784bb7c1cdd06b108be7ebef9454aa0b4876e26d8ef71146db89a
platformer-art-deluxe/Base pack/Tiles/dirtCliffRight.png	70	70	1251	5f6ea274f33c97f6fe8e51a5cb535698773905224992d020a0b7d6af1597bb2f
platformer-art-deluxe/Base pack/Tiles/dirtCliffRightAlt.png	70	70	1164	acf0b2526d04d0b6907b6f3605f0e5b7023cbb02a8ba67042ee1447f25782c6f
platformer-art-deluxe/Base pack/Tiles/dirtHalf.png	70	70	1244	163d1cc20a30fb2e3619b6fe5a3f29d435bb530f800fdb94ff500b2d5b7b5543
platformer-art-deluxe/Base pack/Tiles/dirtHalfLeft.png	70	70	1078	2801a022f988539882f0c048e5637de88e4e99a62b94e89461bb2f754b549430
platformer-art-deluxe/Base pack/Tiles/dirtHalfMid.png	70	70	870	735042c5f6151cffd0582ed3e9c9288bd4e544a716a21499b423ec8f0c24073c
platformer-art-deluxe/Base pack/Tiles/dirtHalfRight.png	70	70	1083	8e82035df15900bd3a1226495af1d0d6036fef3e27e38fd351390d388167e788
platformer-art-deluxe/Base pack/Tiles/dirtHillLeft.png	70	70	590	24c27e121b93cbca3d095a4a1c03deb50080a67cbad6e64656ddbcf26ef8844a
platformer-art-deluxe/Base pack/Tiles/dirtHillLeft2.png	70	70	767	3d022623f4dc46dff5995178e5572f9742788170e1aec1e23745b2808edada3f
platformer-art-deluxe/Base pack/Tiles/dirtHillRight.png	70	70	587	863aef2639e4029848cc5ca0024f584562986a36294291c154eb8ac89901c7ad
platformer-art-deluxe/Base pack/Tiles/dirtHillRight2.png	70	70	827	3d82c7a2e7b4789ffa298119a32cfb971f2e32c070b9192cb200a0599175b187
platformer-art-deluxe/Base pack/Tiles/dirtLedgeLeft.png	5	18	177	f151ac02e5dd703dcdfae510af43d51b04bfde69a82c4a509a54c9e12b4b78ae
platformer-art-deluxe/Base pack/Tiles/dirtLedgeRight.png	5	18	176	61d4ea80d63d933b9a1fe718f91e82f9bcf8a691c199e67e3c52511703d88511
platformer-art-deluxe/Base pack/Tiles/dirtLeft.png	70	70	1112	4132ad56b59c71eac3c212161e352f2ee517cc8a10b4812d0901e2acae3815e8
platformer-art-deluxe/Base pack/Tiles/dirtMid.png	70	70	938	9bf4568a14d9ef9e10b9ffe944090dd11c4bb58a3fcd58cf6736f4846eda2620
platformer-art-deluxe/Base pack/Tiles/dirtRight.png	70	70	1106	de9b99a8a67e1aeff887839c69718c433eb91727dc68ff5499ed820bf56e4692
platformer-art-deluxe/Base pack/Tiles/door_closedMid.png	70	70	532	23d0a6c68ec2a6e5670b097af8d2cf373ada9fa08c16053a580b2b331f8c0d2d
platformer-art-deluxe/Base pack/Tiles/door_closedTop.png	70	70	4035	8471ec9523b190cadf72293130de354482fb5e5d13877302732f8a49fc989b80
platformer-art-deluxe/Base pack/Tiles/door_openMid.png	70	70	282	ceaed64ce5902d20445cab51e3c761382a245db13cf9a0fa65c6da26338beea0
platformer-art-deluxe/Base pack/Tiles/door_openTop.png	70	70	4047	072cef1e3251a31615a7931eda2674f93f1842256bffc0bd36fd18c97e7234d7
platformer-art-deluxe/Base pack/Tiles/fence.png	70	70	1486	eb59865071463512d57537c9128c31fae504c7fe59dd3b931db6d9e9a3ebae8d
platformer-art-deluxe/Base pack/Tiles/fenceBroken.png	70	70	1966	fbeaf5857089b2836d6f131977eb31c678cc6e908d85ea953e9d91371a9ece58
platformer-art-deluxe/Base pack/Tiles/grass.png	70	70	1456	f3c3f264ffdce39d4ed46783ca0f1a826259ed95000df0e135d5de0281955337
platformer-art-deluxe/Base pack/Tiles/grassCenter.png	70	70	1009	46396045b1b528769b51662ed725ab3206af8fbb4a9e31bbcfb442ff03dea54b
platformer-art-deluxe/Base pack/Tiles/grassCenter_rounded.png	70	70	1390	db2c95f6cf4570c4d1f7578a2c87594d2dcd6f7591059a06ddeb876eba63cb01
platformer-art-deluxe/Base pack/Tiles/grassCliffLeft.png	70	70	1591	7b9946e1b05176a9be3b22ed9c359b3f4029cea57b59d43089234f15b4f8a305
platformer-art-deluxe/Base pack/Tiles/grassCliffLeftAlt.png	70	70	1491	7d297f15ade5064b1abee663162c214dc13874ba948b790d7f7df69f975a8a58
platformer-art-deluxe/Base pack/Tiles/grassCliffRight.png	70	70	1552	fbca3f15d0756d8dbf3b94c271d0bc6bd8ae15aa849176bc51269a85fc1a3fc3
platformer-art-deluxe/Base pack/Tiles/grassCliffRightAlt.png	70	70	1463	8f667b893b2d0a2a350a81d323df4962b8ce98b875e44e4c4b9768a0cfb49175
platformer-art-deluxe/Base pack/Tiles/grassHalf.png	70	70	2084	1137d5125b9e76c21f8f3b57f01e74d64bd99072240b3fbb3c99654193f5365e
platformer-art-deluxe/Base pack/Tiles/grassHalfLeft.png	70	70	1936	0a15ec65adbe5192f3419a1a9dbc1292d8d72ee5238ff682152e95741cad5307
platformer-art-deluxe/Base pack/Tiles/grassHalfMid.png	70	70	1760	fb171ef6881204c262cd2b112fba0e875e8881ffcda5840f5623578b9d9d0119
platformer-art-deluxe/Base pack/Tiles/grassHalfRight.png	70	70	1958	36fdd21031209d574ba22f5cc971b3d9f632499a28d27309fdf87e5ea8749d2a
platformer-art-deluxe/Base pack/Tiles/grassHillLeft.png	70	70	783	8fb17300656115cf631b55d152a3d248412aa7ad403b29820e8177059ca37347
platformer-art-deluxe/Base pack/Tiles/grassHillLeft2.png	70	70	1115	4f85df1c5da80bb6c5134eacd20185ec7739a76b983e2cdf841f246d6f4ba4c4
platformer-art-deluxe/Base pack/Tiles/grassHillRight.png	70	70	695	9314c2259dfa73ff5908eca2099326e52db66976148e915ed4b93189c99bb08c
platformer-art-deluxe/Base pack/Tiles/grassHillRight2.png	70	70	1098	cb9da21d1a3ea7d897378e8f376f6393133786d99f1991c77701330d9c30b1b6
platformer-art-deluxe/Base pack/Tiles/grassLedgeLeft.png	5	24	179	cc9a7f4d0786534206d9f634fbcb0f8191ccc6eae8e6d5ca69b38c445da0fbdf
platformer-art-deluxe/Base pack/Tiles/grassLedgeRight.png	5	24	178	ceda0a3b4ae67aeb09c74ee10fe3623e89ab147b28686fd100b08f504e08802b
platformer-art-deluxe/Base pack/Tiles/grassLeft.png	70	70	1386	bf598e6d756bc58cd69846afb3f34276228ac0196b37b1216e723f932cb9bee0
platformer-art-deluxe/Base pack/Tiles/grassMid.png	70	70	1201	011221effffc60ea3303fd92f132fada1309297a7a1f0fd5a889ab0b838fb5af
platformer-art-deluxe/Base pack/Tiles/grassRight.png	70	70	1374	8b746f9a812b7a12c0d5a7a265166a9139f915fe83e490167bcb9674c30aadc4
platformer-art-deluxe/Base pack/Tiles/hill_large.png	48	146	1640	11778aa483ac7d81b052467716ac9d66fe6ba3841243ae334c29403802f818f5
platformer-art-deluxe/Base pack/Tiles/hill_largeAlt.png	48	146	1331	8974daed2f39b0ba2d0538f9d3ef8f6df9ce535eab3aca8bac971b4813577208
platformer-art-deluxe/Base pack/Tiles/hill_small.png	48	106	1394	112b530585e752b62ec4dad53cb274c3eafc64efd3af918013f12d06df6f7967
platformer-art-deluxe/Base pack/Tiles/hill_smallAlt.png	48	106	1119	f5b9dd96f0e17dbd261600c6dc05e1e182b3e97977dc8e3172a9ff67d130e1b6
platformer-art-deluxe/Base pack/Tiles/ladder_mid.png	70	70	469	d3a4630fc0a50e1ef15b60b342d0c718390e30de5882687740b43a494c1776ef
platformer-art-deluxe/Base pack/Tiles/ladder_top.png	70	70	699	11b0ad00c72176b5827019fb405aa64563edb6dc79acd280fb46a9dd051f5bf4
platformer-art-deluxe/Base pack/Tiles/liquidLava.png	70	70	868	d15d9ec08e9407853d4e35a8d913836c2cfb68ddc34418cb74acee7b2eb402c0
platformer-art-deluxe/Base pack/Tiles/liquidLavaTop.png	70	70	2040	408ba02d45995f5f0a72263520d43c06f5d303ed044ad90c7e2f8c722dac8e75
platformer-art-deluxe/Base pack/Tiles/liquidLavaTop_mid.png	70	70	1907	cac2f56f4896ee40ab3fe686452e83b6d4e32e3c1408515bf0577a50d4f12748
platformer-art-deluxe/Base pack/Tiles/liquidWater.png	70	70	896	46d076e8315b17f8f5a412226588d0b445caf4ae296affcc535d77d61334e139
platformer-art-deluxe/Base pack/Tiles/liquidWaterTop.png	70	70	2091	b8ebcb54c3f613c53b1d50e79aeb392ba3a2701d709d58736978a1fe2011be17
platformer-art-deluxe/Base pack/Tiles/liquidWaterTop_mid.png	70	70	1966	8a13527d20f8d2586622ff710a30e8875e9f4e42a11ba014962b028bdf0c7840
platformer-art-deluxe/Base pack/Tiles/lock_blue.png	70	70	1158	73839b6348ccb21025a79c1103cbe50a5e1704ef9c2c9fdcc42253ace0e982f2
platformer-art-deluxe/Base pack/Tiles/lock_green.png	70	70	1149	57c255b656138dfabd06b748c960becfde32b97d472f52e5f5119efa5124e698
platformer-art-deluxe/Base pack/Tiles/lock_red.png	70	70	1142	0ab2074167f0919305af9ae1d33615b70d1abdf23bf994c96234fb649f14002c
platformer-art-deluxe/Base pack/Tiles/lock_yellow.png	70	70	1135	c1e9666ea5ce0e401c576194794bb125268f05bd67a0a5c86fb12b4d9bed21c2
platformer-art-deluxe/Base pack/Tiles/rockHillLeft.png	70	70	767	ca53c2675bc8e756970fcdf1d72a046838929f362b214e4b8323fa9ebb3578a2
platformer-art-deluxe/Base pack/Tiles/rockHillRight.png	70	70	682	725b3971b1cfe630370a19840c109ea6ce8d467fe2423132fd23c0b92b3af8b5
platformer-art-deluxe/Base pack/Tiles/ropeAttached.png	70	70	674	6544135c7d7588e3fcc3c5a2d907c60753bf78c5901317e89c470769ce9cdfe3
platformer-art-deluxe/Base pack/Tiles/ropeHorizontal.png	70	70	149	ada8e28eeaec79d696553da6ef9e5942c9b26a833ece8de32513e91a24e7de8f
platformer-art-deluxe/Base pack/Tiles/ropeVertical.png	70	70	426	14f1404fff2cbadc1ac1e5fab2cc5e65ac1adaea28781dcd065fe5d57ba46bd4
platformer-art-deluxe/Base pack/Tiles/sand.png	70	70	1473	c0ed7c51d2f8d47f30d1ece7377a788caac63a700607c53064b85be6c8f36f5d
platformer-art-deluxe/Base pack/Tiles/sandCenter.png	70	70	1009	46396045b1b528769b51662ed725ab3206af8fbb4a9e31bbcfb442ff03dea54b
platformer-art-deluxe/Base pack/Tiles/sandCenter_rounded.png	70	70	1390	db2c95f6cf4570c4d1f7578a2c87594d2dcd6f7591059a06ddeb876eba63cb01
platformer-art-deluxe/Base pack/Tiles/sandCliffLeft.png	70	70	1578	2a5153b84b77b36eee0a8a51c15f26b90643670046534989f23381251fa36df3
platformer-art-deluxe/Base pack/Tiles/sandCliffLeftAlt.png	70	70	1463	ec8848b102bf91f5c1af8cf7a9b3416ec29f9351dff127567488b9a48994ad16
platformer-art-deluxe/Base pack/Tiles/sandCliffRight.png	70	70	1531	e2591344609643d20422363b469e50bdfe2da8cb544efc5c4b539d65f28c81af
platformer-art-deluxe/Base pack/Tiles/sandCliffRightAlt.png	70	70	1444	edf1f5a3102afd11957feaee021613a491e92cb14dab100578e8af91035473c8
platformer-art-deluxe/Base pack/Tiles/sandHalf.png	70	70	2050	e63344a034bee20d6695c4476873ad873f290072a8009cddc07a03f94013fca8
platformer-art-deluxe/Base pack/Tiles/sandHalfLeft.png	70	70	1914	991672dfcc10950cda08168dc3cae578f21a5cf09978c1ad80343cdb44d9d1b3
platformer-art-deluxe/Base pack/Tiles/sandHalfMid.png	70	70	1734	4ad84cbea972272da70eec3b111edbfeae0cdeb3a816255d925a114babc673ad
platformer-art-deluxe/Base pack/Tiles/sandHalfRight.png	70	70	1925	22392bc67a1fdf760e429e0a6963e980a3822576e0430a323a7d985e88ebce54
platformer-art-deluxe/Base pack/Tiles/sandHillLeft.png	70	70	852	430f655b4d671e707ab6349b821f38592a2838e704333f54afd32a532027d257
platformer-art-deluxe/Base pack/Tiles/sandHillLeft2.png	70	70	1092	114683dfe0cf7c6dfbc5bdc91bcce34d7fc5da19b4b3e05a98c55c4bf7e6875e
platformer-art-deluxe/Base pack/Tiles/sandHillRight.png	70	70	797	4fd5afcca3ba21399778450b789d9c02db3e6cfc14fca37e351af5a6b47b6511
platformer-art-deluxe/Base pack/Tiles/sandHillRight2.png	70	70	1087	038a14f6dc3539254978d8e9b9859c84ca59d2874bc68e14301e8c4dfcccba06
platformer-art-deluxe/Base pack/Tiles/sandLedgeLeft.png	5	18	178	ce7df30b811f8f5bb7062d30d8fb026191540aca25cc64f7e43c64c277a1184f
platformer-art-deluxe/Base pack/Tiles/sandLedgeRight.png	5	18	178	23b61a6f23a9c3f59a185387c7eaa5a8aec4c385cfb6faea54693aeb34093fa5
platformer-art-deluxe/Base pack/Tiles/sandLeft.png	70	70	1395	f252b783ec3997d10190d1521943f69b3974dcc5b91e7a523886720912fa3410
platformer-art-deluxe/Base pack/Tiles/sandMid.png	70	70	1213	ff16737cc50dac30f452e03894ef80b82715ff280776ed46d37628b6f40e9dc9
platformer-art-deluxe/Base pack/Tiles/sandRight.png	70	70	1377	fc76fba696906a9591389d5536624f83a628273fe2c22ce394adb8cb6d3654aa
platformer-art-deluxe/Base pack/Tiles/sign.png	70	70	841	8896d63c50486c6fddd2caff95a78a30fccb2d01e02faae71cc9af34592742cc
platformer-art-deluxe/Base pack/Tiles/signExit.png	70	70	1945	4fcc537dc4557ada64d908c4ffe9dc085417925665ec9729e6f9bccda0e17f60
platformer-art-deluxe/Base pack/Tiles/signLeft.png	70	70	1136	5d22554a924e84e5860aeb05fe4831cafc68634eeeb8166b0d878d853a7cddf6
platformer-art-deluxe/Base pack/Tiles/signRight.png	70	70	1086	fa0fc4307b47da3e829b9cd05abda17fd3590703363cba73d5ae87f1fc321ab6
platformer-art-deluxe/Base pack/Tiles/snow.png	70	70	1372	a8a0cc7420268e7c059b46dd0a511419018699a8b4532eabc10df5d91d2f079a
platformer-art-deluxe/Base pack/Tiles/snowCenter.png	70	70	976	641cf6fb86f972213326c5dc429f992116b79ffeb64357db1f6c9a8aa4891ffd
platformer-art-deluxe/Base pack/Tiles/snowCenter_rounded.png	70	70	1350	bebf14ee03aa946dd15dc3107030a8e801b373c79ede44e717c49669ba8194f6
platformer-art-deluxe/Base pack/Tiles/snowCliffLeft.png	70	70	1465	07595d0bf956f8494d74dfa41ecae1ca097b0e0828a4b5f821ccbbccd60e28d8
platformer-art-deluxe/Base pack/Tiles/snowCliffLeftAlt.png	70	70	1368	99cfc401b8c1ac4d9e7f3598e84382beed8b259960bdc65b041accb721a72c16
platformer-art-deluxe/Base pack/Tiles/snowCliffRight.png	70	70	1428	832ed1adeed97f1bf8b1e3b0a386dff4a7073f0e19270a144941cd226ebf751c
platformer-art-deluxe/Base pack/Tiles/snowCliffRightAlt.png	70	70	1335	6bcf4da798717e1b22bd67bcbff0b740302c54b427bd9dc4042f9a0144c7007a
platformer-art-deluxe/Base pack/Tiles/snowHalf.png	70	70	1934	ba3662f93d9ed432cde6a9194af3331fc7e75aa90564cdeec5c1eb8db515b6e8
platformer-art-deluxe/Base pack/Tiles/snowHalfLeft.png	70	70	1812	f29b3e1dc71bf84844a7bb7702b9c1df364dd809f611ddab2b8e95d1f911ad5b
platformer-art-deluxe/Base pack/Tiles/snowHalfMid.png	70	70	1635	f850308edfa95b3f89edf79bbbde7ad6a7b22894bce3e4e575e2f869bbca1a3f
platformer-art-deluxe/Base pack/Tiles/snowHalfRight.png	70	70	1828	11a55d2e5986b5593ec13d4c56e74d3cc8885f5b6cddfb4e4c00ba16d3b056e1
platformer-art-deluxe/Base pack/Tiles/snowHillLeft.png	70	70	814	2f45a57183296e8fcd39f1cea265b14f81104382ef8793b64f2ec6f3ed9a2a9a
platformer-art-deluxe/Base pack/Tiles/snowHillLeft2.png	70	70	1041	f7973107bbb07ece52cbe202d6b5dddfb0aff47b2d4285510cc64ab6dfad23ba
platformer-art-deluxe/Base pack/Tiles/snowHillRight.png	70	70	748	325041dd520523de2272979a5ab0272a2dc8426d4cb421d4425b16224197e6b7
platformer-art-deluxe/Base pack/Tiles/snowHillRight2.png	70	70	1044	af9f7c5fed82dfcf66073fef85006a699c307f262d8fe36398dc9e4e3626759a
platformer-art-deluxe/Base pack/Tiles/snowLedgeLeft.png	5	18	180	b647176ebada55eb01dc1ab097d062c4145cffbfeac60824ce37809441c2ecc8
platformer-art-deluxe/Base pack/Tiles/snowLedgeRight.png	5	18	176	b0d63871c05941e4aa08a9bca31f79c46fe0c073aefa4a789613b9ef882166a8
platformer-art-deluxe/Base pack/Tiles/snowLeft.png	70	70	1305	1792eb7c7ebef19c730fcb9ebbb85e2cead04d0cda564a77f71a3103156a6d00
platformer-art-deluxe/Base pack/Tiles/snowMid.png	70	70	1156	ea17ca40df871bac08a85ea0dbbcf251702b96cbfd038e89ba6cedf888e06823
platformer-art-deluxe/Base pack/Tiles/snowRight.png	70	70	1275	9579ec87075ae28d8660fc0f57555de90ca332eeb22c87164d3d441619e21be0
platformer-art-deluxe/Base pack/Tiles/stone.png	70	70	1457	221db5bcca66ded341ea4dc4b158430195b700a5cb67d55332b7330ca72b8cd7
platformer-art-deluxe/Base pack/Tiles/stoneCenter.png	70	70	1003	f5ba5eb1959fd843885051c667c52b4573d4cf560a7243172fc745ddfa94eb3f
platformer-art-deluxe/Base pack/Tiles/stoneCenter_rounded.png	70	70	1358	61acf512085679576985fae921796ffd48a7500811a85796c197579be5612590
platformer-art-deluxe/Base pack/Tiles/stoneCliffLeft.png	70	70	1573	86b059d13b0b91c85bb446ccd4cb6f1856d26c8e2b8b49218856873be9f4afea
platformer-art-deluxe/Base pack/Tiles/stoneCliffLeftAlt.png	70	70	1461	ff9fb4bffb96b4c868b94d7a3e5d2cae3be61fd3a187fe141bdd76ba67666c7c
platformer-art-deluxe/Base pack/Tiles/stoneCliffRight.png	70	70	1531	6f9263d9dd5b416de62fc178e058dfc2edf010133fff43fd544329c8f963df62
platformer-art-deluxe/Base pack/Tiles/stoneCliffRightAlt.png	70	70	1411	40b13078b3da87129cc3aff12d340ae3162277c0cc4e6fbce1e710ee947e0c20
platformer-art-deluxe/Base pack/Tiles/stoneHalf.png	70	70	2122	772b531e677a4c769369b14046f436e3a19e6b80da4b955dcc6134e2e0e8efe2
platformer-art-deluxe/Base pack/Tiles/stoneHalfLeft.png	70	70	1973	12644727a6eedf4cc2c23f431f7c5ca61480dc7711c56cfb807769ab71df25e8
platformer-art-deluxe/Base pack/Tiles/stoneHalfMid.png	70	70	1764	6c8edd7d3f1fb2a7a3949c5e365145db2db005d1415c80bcf5e120ad5b49c2fc
platformer-art-deluxe/Base pack/Tiles/stoneHalfRight.png	70	70	1984	108592d8df7a4b658d09c09a982a51b1bffa755d28dbebc711d750576bfdb3ab
platformer-art-deluxe/Base pack/Tiles/stoneHillLeft2.png	70	70	1094	2814d7beb3fc945cba8040ed78841e7cd6d8503c17d4af009f038b3aa9a90200
platformer-art-deluxe/Base pack/Tiles/stoneHillRight2.png	70	70	1088	e5a1e5f07fe102e44e62863076ba2f583e1e1e7345b29749bd25bad66dbd41bd
platformer-art-deluxe/Base pack/Tiles/stoneLedgeLeft.png	5	24	179	6bb9f37286c88d81c4df5edd28cd2b60bd9f3678c3e71efc64ed1ddd1a3c06b0
platformer-art-deluxe/Base pack/Tiles/stoneLedgeRight.png	5	24	180	90675bb2a9105f370b9f65bcbba09fbffdd15259b58fdcf021eb90ce233edf10
platformer-art-deluxe/Base pack/Tiles/stoneLeft.png	70	70	1367	fc1e206de71a5ef1b7bece2db28a665baef836f9c50d6386fcd7a4c20ea1c2c1
platformer-art-deluxe/Base pack/Tiles/stoneMid.png	70	70	1183	cd74be6220673dc81a43c15dc499d460e9eb4d93ffb0e6fa5e4c2d7b4a7002b0
platformer-art-deluxe/Base pack/Tiles/stoneRight.png	70	70	1343	93abdcc21d70b52cc5217f00ba999c0bfe2006fd0558bce1972fa7232f78c9f6
platformer-art-deluxe/Base pack/Tiles/stoneWall.png	70	70	1010	19a8c7dedb0bf807fa7ad86118974beb15af69ab2e904dc1aa1d8d439bb35fa0
platformer-art-deluxe/Base pack/Tiles/tochLit.png	70	70	1338	550ea7a4d7d76bc6cb940587aae0c7f2431277a1fb4b1d2cb3750187cbc75b48
platformer-art-deluxe/Base pack/Tiles/tochLit2.png	70	70	1344	326ad7242d7034ee10199dc42fb375f5f84c9ae4e2f86b9ea97fa3f8b9347086
platformer-art-deluxe/Base pack/Tiles/torch.png	70	70	901	7adf1d88b1db27b743b79df5a07ce0fd292b36b0ff595afdf9e6de3374c83ae0
platformer-art-deluxe/Base pack/Tiles/window.png	70	70	1290	8a4ccae6325951bcfd35f1df73630457f634feb21bd8d673543b355f1c4b86c2
platformer-art-deluxe/Base pack/bg.png	256	256	859	76e682fcdb15b47bf6a0b45be1f176ae25a2bfdb24f0ea1d912de1afef461abc
platformer-art-deluxe/Base pack/bg_castle.png	256	256	1485	809835bb5c0daac54b9a368dcbc2653d2d1b2558f51103e0dbdf5cbede36f88e
platformer-art-deluxe/Buildings expansion/Tiles/anemometer.png	70	70	1667	79f49adf3bbd12d748ea801e21c24e21bc59da10c7b16a7b9997542fdf341cc3
platformer-art-deluxe/Buildings expansion/Tiles/awningGreen.png	70	70	1567	a02380649907e0e276d11097e70913bfc4a8c28fdbff2cf8748cc7c154b0e36b
platformer-art-deluxe/Buildings expansion/Tiles/awningGreenRed.png	70	70	1597	1b3d23244154e036def7adde3a3563868d7e33106517646a5b6e2d7626364f62
platformer-art-deluxe/Buildings expansion/Tiles/awningRed.png	70	70	1569	d89b4281ae6dbf6dff0193fd542d9e8446651ee66cfee4f7cc8855f347f61254
platformer-art-deluxe/Buildings expansion/Tiles/chimney.png	70	70	1071	d28ddde25caef3c7a96bd78bbe437cdbbbc290fcb466eab883ccb000fec56c34
platformer-art-deluxe/Buildings expansion/Tiles/chimneyLow.png	70	70	1079	61a8a08cf5aa384dbacb83ee5d8869f04556978696108ab8308a73b46ae4190d
platformer-art-deluxe/Buildings expansion/Tiles/chimneyThin.png	70	70	1101	2f02520cb15256cac9246f07b1d1a014d2042fc0e625685b4006563fe4bd69d4
platformer-art-deluxe/Buildings expansion/Tiles/clock.png	70	70	3426	30ce0b947617cf162ed09b3e455b780c41ee0575924972b17b86cc8b0f15f66b
platformer-art-deluxe/Buildings expansion/Tiles/doorKnob.png	70	70	1282	2676e36cadc606d852e5f75646ad241277a3d4814b6fbc8eea2b845d5f6064f0
